2016/8/20,11474
2016/8/21,11155
2016/8/22,12882
2016/8/23,13108
2016/8/24,12947
2016/8/25,12987
2016/8/26,12698
2016/8/27,11791
2016/8/28,11738
2016/8/29,13050
2016/8/30,13072
2016/8/31,13052
2016/9/1,13139
2016/9/2,13283
2016/9/3,12092
2016/9/4,11783
2016/9/5,13198
2016/9/6,13294
2016/9/7,13667
2016/9/8,13986
2016/9/9,13546
2016/9/10,12137
2016/9/11,12402
2016/9/12,13713
2016/9/13,13504
2016/9/14,14258
2016/9/15,13949
2016/9/16,13579
2016/9/17,12298
2016/9/18,12764
2016/9/19,12838
2016/9/20,13482
2016/9/21,13252
2016/9/22,12645
2016/9/23,13625
2016/9/24,12869
2016/9/25,12668
2016/9/26,13401
2016/9/27,13536
2016/9/28,13328
2016/9/29,13252
2016/9/30,13005
2016/10/1,12129
2016/10/2,12216
2016/10/3,13583
2016/10/4,13823
2016/10/5,13869
2016/10/6,13147
2016/10/7,12894
2016/10/8,12273
2016/10/9,12228
2016/10/10,12164
2016/10/11,13068
2016/10/12,13291
2016/10/13,13253
2016/10/14,13074
2016/10/15,12336
2016/10/16,12288
2016/10/17,13491
2016/10/18,13800
2016/10/19,13505
2016/10/20,13318
2016/10/21,13087
2016/10/22,11967
2016/10/23,12232
2016/10/24,13430
2016/10/25,13377
2016/10/26,13551
2016/10/27,13191
2016/10/28,13157
2016/10/29,12018
2016/10/30,11835
2016/10/31,13216
2016/11/1,13471
2016/11/2,13202
2016/11/3,12189
2016/11/4,12677
2016/11/5,11920
2016/11/6,12130
2016/11/7,13162
2016/11/8,13426
2016/11/9,12964
2016/11/10,13086
2016/11/11,12808
2016/11/12,11850
2016/11/13,11847
2016/11/14,13290
2016/11/15,13456
2016/11/16,13098
2016/11/17,12918
2016/11/18,12794
2016/11/19,11828
2016/11/20,11869
2016/11/21,13021
2016/11/22,12687
2016/11/23,12025
2016/11/24,12769
2016/11/25,12581
2016/11/26,12030
2016/11/27,11912
2016/11/28,13187
2016/11/29,12988
2016/11/30,12870
2016/12/1,12784
2016/12/2,12796
2016/12/3,11700
2016/12/4,11710
2016/12/5,12937
2016/12/6,13029
2016/12/7,12913
2016/12/8,12810
2016/12/9,12129
2016/12/10,11576
2016/12/11,11656
2016/12/12,12822
2016/12/13,13345
2016/12/14,13076
2016/12/15,12964
2016/12/16,12209
2016/12/17,11110
2016/12/18,11576
2016/12/19,12875
2016/12/20,12707
2016/12/21,12828
2016/12/22,12770
2016/12/23,11984
2016/12/24,11432
2016/12/25,11896
2016/12/26,12678
2016/12/27,12761
2016/12/28,12349
2016/12/29,11798
2016/12/30,11386
2016/12/31,11512
